NOTE: New codes are introduced in October and old codes are phased out in September.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION','OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'66602','195  ','Ot compl bir',"THRD-STAGE HEM-DEL W P/P",' ',' '
'66604','195  ','Ot compl bir',"THIRD-STAGE HEM-POSTPART",' ',' '
'66610','195  ','Ot compl bir',"POSTPARTUM HEM NEC-UNSP",' ',' '
'66612','195  ','Ot compl bir',"POSTPA HEM NEC-DEL W P/P",' ',' '
'66614','195  ','Ot compl bir',"POSTPART HEM NEC-POSTPAR",' ',' '
'66620','195  ','Ot compl bir',"DELAY P/PART HEM-UNSPEC",' ',' '
'66622','195  ','Ot compl bir',"DELAY P/P HEM-DEL W P/P",' ',' '
'66624','195  ','Ot compl bir',"DELAY P/PART HEM-POSTPAR",' ',' '
'66630','195  ','Ot compl bir',"POSTPART COAGUL DEF-UNSP",' ',' '
'66632','195  ','Ot compl bir',"P/P COAG DEF-DEL W P/P",' ',' '
'66634','195  ','Ot compl bir',"POSTPART COAG DEF-POSTPA",' ',' '
'66700','195  ','Ot compl bir',"RETAIN PLACENTA NOS-UNSP",' ',' '
'66702','195  ','Ot compl bir',"RETND PLAC NOS-DEL W P/P",' ',' '
'66704','195  ','Ot compl bir',"RETAIN PLAC NOS-POSTPART",' ',' '
'66710','195  ','Ot compl bir',"RETAIN PROD CONCEPT-UNSP",' ',' '
'66712','195  ','Ot compl bir',"RET PROD CONC-DEL W P/P",' ',' '
'66714','195  ','Ot compl bir',"RET PROD CONCEPT-POSTPAR",' ',' '
'66800','195  ','Ot compl bir',"PULM COMPL IN DEL-UNSPEC",' ',' '
'66801','195  ','Ot compl bir',"PULM COMPL IN DEL-DELIV",' ',' '
'66802','195  ','Ot compl bir',"PULM COMPLIC-DEL W P/P",' ',' '
'66803','195  ','Ot compl bir',"PULM COMPLICAT-ANTEPART",' ',' '
'66804','195  ','Ot compl bir',"PULM COMPLICAT-POSTPART",' ',' '
'66810','195  ','Ot compl bir',"HEART COMPL IN DEL-UNSP",' ',' '
'66811','195  ','Ot compl bir',"HEART COMPL IN DEL-DELIV",' ',' '
'66812','195  ','Ot compl bir',"HEART COMPL-DEL W P/P",' ',' '
'66813','195  ','Ot compl bir',"HEART COMPLIC-ANTEPART",' ',' '
'66814','195  ','Ot compl bir',"HEART COMPLIC-POSTPART",' ',' '
'66820','195  ','Ot compl bir',"CNS COMPL LABOR/DEL-UNSP",' ',' '
'66821','195  ','Ot compl bir',"CNS COMPL LAB/DEL-DELIV",' ',' '
'66822','195  ','Ot compl bir',"CNS COMPLIC-DEL W P/P",' ',' '
'66823','195  ','Ot compl bir',"CNS COMPL IN DEL-ANTEPAR",' ',' '
'66824','195  ','Ot compl bir',"CNS COMPL IN DEL-POSTPAR",' ',' '
'66880','195  ','Ot compl bir',"ANESTH COMP DEL NEC-UNSP",' ',' '
'66881','195  ','Ot compl bir',"ANESTH COMPL NEC-DELIVER",' ',' '
'66882','195  ','Ot compl bir',"ANESTH COMPL NEC-DEL P/P",' ',' '
'66883','195  ','Ot compl bir',"ANESTH COMPL ANTEPARTUM",' ',' '
'66884','195  ','Ot compl bir',"ANESTH COMPL-POSTPARTUM",' ',' '
'66890','195  ','Ot compl bir',"ANESTH COMP DEL NOS-UNSP",' ',' '
'66891','195  ','Ot compl bir',"ANESTH COMPL NOS-DELIVER",' ',' '
'66892','195  ','Ot compl bir',"ANESTH COMPL NOS-DEL P/P",' ',' '
'66893','195  ','Ot compl bir',"ANESTH COMPL-ANTEPARTUM",' ',' '
'66894','195  ','Ot compl bir',"ANESTH COMPL-POSTPARTUM",' ',' '
'66900','195  ','Ot compl bir',"MATERNAL DISTRESS-UNSPEC",' ',' '
'66901','195  ','Ot compl bir',"MATERNAL DISTRESS-DELIV",' ',' '
'66902','195  ','Ot compl bir',"MATERN DISTRES-DEL W P/P",' ',' '
'66903','195  ','Ot compl bir',"MATERN DISTRESS-ANTEPAR",' ',' '
'66904','195  ','Ot compl bir',"MATERN DISTRESS-POSTPART",' ',' '
'66910','195  ','Ot compl bir',"OBSTETRIC SHOCK-UNSPEC",' ',' '
'66911','195  ','Ot compl bir',"OBSTETRIC SHOCK-DELIVER",' ',' '
'66912','195  ','Ot compl bir',"OBSTET SHOCK-DELIV W P/P",' ',' '
'66913','195  ','Ot compl bir',"OBSTETRIC SHOCK-ANTEPAR",' ',' '
'66914','195  ','Ot compl bir',"OBSTETRIC SHOCK-POSTPART",' ',' '
'66920','195  ','Ot compl bir',"MATERN HYPOTENS SYN-UNSP",' ',' '
'66921','195  ','Ot compl bir',"MATERN HYPOTEN SYN-DELIV",' ',' '
'66922','195  ','Ot compl bir',"MATERN HYPOTEN-DEL W P/P",' ',' '
'66923','195  ','Ot compl bir',"MATERN HYPOTENS-ANTEPAR",' ',' '
'66924','195  ','Ot compl bir',"MATERN HYPOTENS-POSTPART",' ',' '
'66930','195  ','Ot compl bir',"AC REN FAIL W DELIV-UNSP",' ',' '
'66932','195  ','Ot compl bir',"AC REN FAIL-DELIV W P/P",' ',' '
'66934','195  ','Ot compl bir',"AC RENAL FAILURE-POSTPAR",' ',' '
'66940','195  ','Ot compl bir',"OTH OB SURG COMPL-UNSPEC",' ',' '
'66941','195  ','Ot compl bir',"OTH OB COMPL-DELIVERED",' ',' '
'66942','195  ','Ot compl bir',"OTH OB COMPL-DELIV W P/P",' ',' '
'66943','195  ','Ot compl bir',"OTH CX OF OBSTET PROC- ANTEPARTUM",' ',' '
'66944','195  ','Ot compl bir',"OTH OB SURG COMPL-POSTPA",' ',' '
'66960','195  ','Ot compl bir',"BREECH EXTR NOS-UNSPEC",' ',' '
'66961','195  ','Ot compl bir',"BREECH EXTR NOS-DELIVER",' ',' '
'66970','195  ','Ot compl bir',"CESAREAN DELIV NOS-UNSP",' ',' '
'66971','195  ','Ot compl bir',"CESAREAN DELIVERY NOS",' ',' '
'66980','195  ','Ot compl bir',"COMPL LAB/DELIV NEC-UNSP",' ',' '
'66981','195  ','Ot compl bir',"COMP LAB/DELIV NEC-DELIV",' ',' '
'66982','195  ','Ot compl bir',"COMPL DEL NEC-DEL W P/P",' ',' '
'66983','195  ','Ot compl bir',"COMPL DELIV NEC-ANTEPAR",' ',' '
'66984','195  ','Ot compl bir',"COMPL DELIV NEC-POSTPART",' ',' '
'66990','195  ','Ot compl bir',"COMPL LAB/DELIV NOS-UNSP",' ',' '
'66991','195  ','Ot compl bir',"COMP LAB/DELIV NOS-DELIV",' ',' '
'66992','195  ','Ot compl bir',"COMPL DEL NOS-DEL W P/P",' ',' '
'66993','195  ','Ot compl bir',"COMPL DELIV NOS-ANTEPAR",' ',' '
'66994','195  ','Ot compl bir',"COMPL DELIV NOS-POSTPART",' ',' '
'67000','195  ','Ot compl bir',"MAJOR PUERP INFECT-UNSP (Begin 1991)",' ',' '
'67002','195  ','Ot compl bir',"MAJOR PUERP INF-DEL P/P (Begin 1991)",' ',' '
'67004','195  ','Ot compl bir',"MAJOR PUERP INF-POSTPART (Begin 1991)",' ',' '
'67010','195  ','Ot compl bir',"Puerp endometritis-unsp (Begin 2009)",' ',' '
'67012','195  ','Ot compl bir',"Puerp endomet del w p/p (Begin 2009)",' ',' '
'67014','195  ','Ot compl bir',"Puerp endomet-postpart (Begin 2009)",' ',' '
'67020','195  ','Ot compl bir',"Puerperal sepsis-unsp (Begin 2009)",' ',' '
'67022','195  ','Ot compl bir',"Puerprl sepsis-del w p/p (Begin 2009)",' ',' '
'67024','195  ','Ot compl bir',"Puerperl sepsis-postpart (Begin 2009)",' ',' '
'67030','195  ','Ot compl bir',"Puerp septc thromb-unsp (Begin 2009)",' ',' '
'67032','195  ','Ot compl bir',"Prp sptc thrmb-del w p/p (Begin 2009)",' ',' '
'67034','195  ','Ot compl bir',"Prp septc thrmb-postpart (Begin 2009)",' ',' '
'67080','195  ','Ot compl bir',"Maj prp infec NEC-unspec (Begin 2009)",' ',' '
'67082','195  ','Ot compl bir',"Maj prp inf NEC-dl w p/p (Begin 2009)",' ',' '
'67084','195  ','Ot compl bir',"Maj puerp infec NEC-p/p (Begin 2009)",' ',' '
'67100','195  ','Ot compl bir',"VARIC VEIN LEG PREG-UNSP",' ',' '
'67101','195  ','Ot compl bir',"VARICOSE VEIN LEG-DELIV",' ',' '
'67102','195  ','Ot compl bir',"VARIC VEIN LEG-DEL W P/P",' ',' '
'67103','195  ','Ot compl bir',"VARIC VEIN LEG-ANTEPART",' ',' '
'67104','195  ','Ot compl bir',"VARIC VEIN LEG-POSTPART",' ',' '
'67110','195  ','Ot compl bir',"VARIC VULVA PREG-UNSPEC",' ',' '
'67111','195  ','Ot compl bir',"VARICOSE VULVA-DELIVERED",' ',' '
'67112','195  ','Ot compl bir',"VARICOSE VULVA-DEL W P/P",' ',' '
'67113','195  ','Ot compl bir',"VARICOSE VULVA-ANTEPART",' ',' '
'67114','195  ','Ot compl bir',"VARICOSE VULVA-POSTPART",' ',' '
'67120','195  ','Ot compl bir',"THROMBOPHLEB PREG-UNSPEC",' ',' '
'67121','195  ','Ot compl bir',"THROMBOPHLEBITIS-DELIVER",' ',' '
'67122','195  ','Ot compl bir',"THROMBOPHLEB-DELIV W P/P",' ',' '
'67123','195  ','Ot compl bir',"THROMBOPHLEBIT-ANTEPART",' ',' '
'67124','195  ','Ot compl bir',"THROMBOPHLEBIT-POSTPART",' ',' '
'67130','195  ','Ot compl bir',"DEEP THROMB ANTEPAR-UNSP",' ',' '
'67131','195  ','Ot compl bir',"DEEP THROM ANTEPAR-DELIV",' ',' '
'67133','195  ','Ot compl bir',"DEEP VEIN THROMB-ANTEPAR",' ',' '
'67140','195  ','Ot compl bir',"DEEP THROMB POSTPAR-UNSP",' ',' '
'67142','195  ','Ot compl bir',"THROMB POSTPAR-DEL W P/P",' ',' '
'67144','195  ','Ot compl bir',"DEEP VEIN THROMB-POSTPAR",' ',' '
'67150','195  ','Ot compl bir',"THROMBOSIS NEC PREG-UNSP",' ',' '
'67151','195  ','Ot compl bir',"THROMBOSIS NEC-DELIVERED",' ',' '
'67152','195  ','Ot compl bir',"THROMB NEC-DELIV W P/P",' ',' '
'67153','195  ','Ot compl bir',"THROMBOSIS NEC-ANTEPART",' ',' '
'67154','195  ','Ot compl bir',"THROMBOSIS NEC-POSTPART",' ',' '
'67180','195  ','Ot compl bir',"VEN COMPL PREG NEC-UNSP",' ',' '
'67181','195  ','Ot compl bir',"VENOUS COMPL NEC-DELIVER",' ',' '
'67182','195  ','Ot compl bir',"VEN COMP NEC-DELIV W P/P",' ',' '
'67183','195  ','Ot compl bir',"VENOUS COMPL NEC-ANTEPAR",' ',' '
'67184','195  ','Ot compl bir',"VENOUS COMPL NEC-POSTPAR",' ',' '
'67190','195  ','Ot compl bir',"VEN COMPL PREG NOS-UNSP",' ',' '
'67191','195  ','Ot compl bir',"VENOUS COMPL NOS-DELIVER",' ',' '
'67192','195  ','Ot compl bir',"VEN COMP NOS-DELIV W P/P",' ',' '
'67193','195  ','Ot compl bir',"VENOUS COMPL NOS-ANTEPAR",' ',' '
'67194','195  ','Ot compl bir',"VENOUS COMPL NOS-POSTPAR",' ',' '
'67200','195  ','Ot compl bir',"PUERPERAL PYREXIA-UNSPEC (Begin 1991)",' ',' '
'67202','195  ','Ot compl bir',"PUERP PYREXIA-DEL W P/P (Begin 1991)",' ',' '
'67204','195  ','Ot compl bir',"PUERP PYREXIA-POSTPARTUM (Begin 1991)",' ',' '
'67300','195  ','Ot compl bir',"OB AIR EMBOLISM-UNSPEC",' ',' '
'67301','195  ','Ot compl bir',"OB AIR EMBOLISM-DELIVER",' ',' '
'67302','195  ','Ot compl bir',"OB AIR EMBOL-DELIV W P/P",' ',' '
'67303','195  ','Ot compl bir',"OB AIR EMBOLISM-ANTEPART",' ',' '
'67304','195  ','Ot compl bir',"OB AIR EMBOLISM-POSTPART",' ',' '
'67310','195  ','Ot compl bir',"AMNIOTIC EMBOLISM-UNSPEC",' ',' '
'67311','195  ','Ot compl bir',"AMNIOTIC EMBOLISM-DELIV",' ',' '
'67312','195  ','Ot compl bir',"AMNIOT EMBOL-DELIV W P/P",' ',' '
'67313','195  ','Ot compl bir',"AMNIOTIC EMBOL-ANTEPART",' ',' '
'67314','195  ','Ot compl bir',"AMNIOTIC EMBOL-POSTPART",' ',' '
'67320','195  ','Ot compl bir',"OB PULM EMBOL NOS-UNSPEC",' ',' '
'67321','195  ','Ot compl bir',"PULM EMBOL NOS-DELIVERED",' ',' '
'67322','195  ','Ot compl bir',"PULM EMBOL NOS-DEL W P/P",' ',' '
'67323','195  ','Ot compl bir',"PULM EMBOL NOS-ANTEPART",' ',' '
'67324','195  ','Ot compl bir',"PULM EMBOL NOS-POSTPART",' ',' '
'67330','195  ','Ot compl bir',"OB PYEMIC EMBOL-UNSPEC",' ',' '
'67331','195  ','Ot compl bir',"OB PYEMIC EMBOL-DELIVER",' ',' '
'67332','195  ','Ot compl bir',"OB PYEM EMBOL-DEL W P/P",' ',' '
'67333','195  ','Ot compl bir',"OB PYEMIC EMBOL-ANTEPART",' ',' '
'67334','195  ','Ot compl bir',"OB PYEMIC EMBOL-POSTPART",' ',' '
'67380','195  ','Ot compl bir',"OB PULMON EMBOL NEC-UNSP",' ',' '
'67381','195  ','Ot compl bir',"PULMON EMBOL NEC-DELIVER",' ',' '
'67382','195  ','Ot compl bir',"PULM EMBOL NEC-DEL W P/P",' ',' '
'67383','195  ','Ot compl bir',"PULMON EMBOL NEC-ANTEPAR",' ',' '
'67384','195  ','Ot compl bir',"PULMON EMBOL NEC-POSTPAR",' ',' '
'67400','195  ','Ot compl bir',"PUERP CEREBVASC DIS-UNSP",' ',' '
'67401','195  ','Ot compl bir',"PUERP CEREBVAS DIS-DELIV",' ',' '
'67402','195  ','Ot compl bir',"CEREBVAS DIS-DELIV W P/P",' ',' '
'67403','195  ','Ot compl bir',"CEREBROVASC DIS-ANTEPART",' ',' '
'67404','195  ','Ot compl bir',"CEREBROVASC DIS-POSTPART",' ',' '
'67410','195  ','Ot compl bir',"DISRUPT C-SECT WND-UNSP",' ',' '
'67412','195  ','Ot compl bir',"DISRUPT C-SECT-DEL W P/P",' ',' '
'67414','195  ','Ot compl bir',"DISRUPT C-SECT-POSTPART",' ',' '
'67420','195  ','Ot compl bir',"DISRUPT PERINEUM-UNSPEC",' ',' '
'67422','195  ','Ot compl bir',"DISRUPT PERIN-DEL W P/P",' ',' '
'67424','195  ','Ot compl bir',"DISRUPT PERINEUM-POSTPAR",' ',' '
'67430','195  ','Ot compl bir',"OB SURG COMPL NEC-UNSPEC",' ',' '
'67432','195  ','Ot compl bir',"OB SURG COMPL-DEL W P/P",' ',' '
'67434','195  ','Ot compl bir',"OB SURG COMP NEC-POSTPAR",' ',' '
'67440','195  ','Ot compl bir',"PLACENTAL POLYP-UNSPEC",' ',' '
'67442','195  ','Ot compl bir',"PLACENT POLYP-DEL W P/P",' ',' '
'67444','195  ','Ot compl bir',"PLACENTAL POLYP-POSTPART",' ',' '
'67450','195  ','Ot compl bir',"PERIPARTUM CARDIOMYOPATHY- UNSPECIFIED AS TO (Begin 2003)",' ',' '
'67451','195  ','Ot compl bir',"PERIPARTUM CARDIOMYOPATHY- DELIVERED- WITH OR (Begin 2003)",' ',' '
'67452','195  ','Ot compl bir',"PERIPARTUM CARDIOMYOPATHY- DELIVERED- WITH ME (Begin 2003)",' ',' '
'67453','195  ','Ot compl bir',"PERIPARTUM CARDIOMYOPATHY- ANTEPARTUM CONDITI (Begin 2003)",' ',' '
'67454','195  ','Ot compl bir',"PERIPARTUM CARDIOMYOPATHY- POSTPARTUM CONDITI (Begin 2003)",' ',' '
'67480','195  ','Ot compl bir',"PUERP COMPL NEC-UNSPEC",' ',' '
'67482','195  ','Ot compl bir',"PUERP COMP NEC-DEL W P/P",' ',' '
'67484','195  ','Ot compl bir',"PUERP COMPL NEC-POSTPART",' ',' '
'67490','195  ','Ot compl bir',"PUERP COMPL NOS-UNSPEC",' ',' '
'67492','195  ','Ot compl bir',"PUERP COMP NOS-DEL W P/P",' ',' '
'67494','195  ','Ot compl bir',"PUERP COMPL NOS-POSTPART",' ',' '
'67500','195  ','Ot compl bir',"INFECT NIPPLE PREG-UNSP",' ',' '
'67501','195  ','Ot compl bir',"INFECT NIPPLE-DELIVERED",' ',' '
'67502','195  ','Ot compl bir',"INFECT NIPPLE-DEL W P/P",' ',' '
'67503','195  ','Ot compl bir',"INFECT NIPPLE-ANTEPARTUM",' ',' '
'67504','195  ','Ot compl bir',"INFECT NIPPLE-POSTPARTUM",' ',' '
'67510','195  ','Ot compl bir',"BREAST ABSCESS PREG-UNSP",' ',' '
'67511','195  ','Ot compl bir',"BREAST ABSCESS-DELIVERED",' ',' '
'67512','195  ','Ot compl bir',"BREAST ABSCESS-DEL W P/P",' ',' '
'67513','195  ','Ot compl bir',"BREAST ABSCESS-ANTEPART",' ',' '
'67514','195  ','Ot compl bir',"BREAST ABSCESS-POSTPART",' ',' '
'67520','195  ','Ot compl bir',"MASTITIS IN PREG-UNSPEC",' ',' '
'67521','195  ','Ot compl bir',"MASTITIS-DELIVERED",' ',' '
'67522','195  ','Ot compl bir',"MASTITIS-DELIV W P/P",' ',' '
'67523','195  ','Ot compl bir',"MASTITIS-ANTEPARTUM",' ',' '
'67524','195  ','Ot compl bir',"MASTITIS-POSTPARTUM",' ',' '
'67580','195  ','Ot compl bir',"BREAST INF PREG NEC-UNSP",' ',' '
'67581','195  ','Ot compl bir',"BREAST INFECT NEC-DELIV",' ',' '
'67582','195  ','Ot compl bir',"BREAST INF NEC-DEL W P/P",' ',' '
'67583','195  ','Ot compl bir',"BREAST INF NEC-ANTEPART",' ',' '
'67584','195  ','Ot compl bir',"BREAST INF NEC-POSTPART",' ',' '
'67590','195  ','Ot compl bir',"BREAST INF PREG NOS-UNSP",' ',' '
'67591','195  ','Ot compl bir',"BREAST INFECT NOS-DELIV",' ',' '
'67592','195  ','Ot compl bir',"BREAST INF NOS-DEL W P/P",' ',' '
'67593','195  ','Ot compl bir',"BREAST INF NOS-ANTEPART",' ',' '
'67594','195  ','Ot compl bir',"BREAST INF NOS-POSTPART",' ',' '
'67600','195  ','Ot compl bir',"RETRACT NIPPLE PREG-UNSP",' ',' '
'67601','195  ','Ot compl bir',"RETRACTED NIPPLE-DELIVER",' ',' '
'67602','195  ','Ot compl bir',"RETRACT NIPPLE-DEL W P/P",' ',' '
'67603','195  ','Ot compl bir',"RETRACT NIPPLE-ANTEPART",' ',' '
'67604','195  ','Ot compl bir',"RETRACT NIPPLE-POSTPART",' ',' '
'67610','195  ','Ot compl bir',"CRACKED NIPPLE PREG-UNSP",' ',' '
'67611','195  ','Ot compl bir',"CRACKED NIPPLE-DELIVERED",' ',' '
'67612','195  ','Ot compl bir',"CRACKED NIPPLE-DEL W P/P",' ',' '
'67613','195  ','Ot compl bir',"CRACKED NIPPLE-ANTEPART",' ',' '
'67614','195  ','Ot compl bir',"CRACKED NIPPLE-POSTPART",' ',' '
'67620','195  ','Ot compl bir',"BREAST ENGORGE-UNSPEC",' ',' '
'67621','195  ','Ot compl bir',"BREAST ENGORGE-DELIVERED",' ',' '
'67622','195  ','Ot compl bir',"BREAST ENGORGE-DEL W P/P",' ',' '
'67623','195  ','Ot compl bir',"BREAST ENGORGE-ANTEPART",' ',' '
'67624','195  ','Ot compl bir',"BREAST ENGORGE-POSTPART",' ',' '
'67630','195  ','Ot compl bir',"BREAST DIS PREG NEC-UNSP",' ',' '
'67631','195  ','Ot compl bir',"BREAST DIS NEC-DELIVERED",' ',' '
'67632','195  ','Ot compl bir',"BREAST DIS NEC-DEL W P/P",' ',' '
'67633','195  ','Ot compl bir',"BREAST DIS NEC-ANTEPART",' ',' '
'67634','195  ','Ot compl bir',"BREAST DIS NEC-POSTPART",' ',' '
'67640','195  ','Ot compl bir',"LACTATION FAIL-UNSPEC",' ',' '
'67641','195  ','Ot compl bir',"LACTATION FAIL-DELIVERED",' ',' '
'67642','195  ','Ot compl bir',"LACTATION FAIL-DEL W P/P",' ',' '
'67643','195  ','Ot compl bir',"LACTATION FAIL-ANTEPART",' ',' '
'67644','195  ','Ot compl bir',"LACTATION FAIL-POSTPART",' ',' '
'67650','195  ','Ot compl bir',"SUPPR LACTATION-UNSPEC",' ',' '
'67651','195  ','Ot compl bir',"SUPPR LACTATION-DELIVER",' ',' '
'67652','195  ','Ot compl bir',"SUPPR LACTAT-DEL W P/P",' ',' '
'67653','195  ','Ot compl bir',"SUPPR LACTATION-ANTEPAR",' ',' '
'67654','195  ','Ot compl bir',"SUPPR LACTATION-POSTPART",' ',' '
'67660','195  ','Ot compl bir',"GALACTORRHEA PREG-UNSPEC",' ',' '
'67661','195  ','Ot compl bir',"GALACTORRHEA-DELIVERED",' ',' '
'67662','195  ','Ot compl bir',"GALACTORRHEA-DEL W P/P",' ',' '
'67663','195  ','Ot compl bir',"GALACTORRHEA-ANTEPARTUM",' ',' '
'67664','195  ','Ot compl bir',"GALACTORRHEA-POSTPARTUM",' ',' '
'67680','195  ','Ot compl bir',"LACTATION DIS NEC-UNSPEC",' ',' '
'67681','195  ','Ot compl bir',"LACTATION DIS NEC-DELIV",' ',' '
'67682','195  ','Ot compl bir',"LACTAT DIS NEC-DEL W P/P",' ',' '
'67683','195  ','Ot compl bir',"LACTAT DIS NEC-ANTEPART",' ',' '
'67684','195  ','Ot compl bir',"LACTAT DIS NEC-POSTPART",' ',' '
'67690','195  ','Ot compl bir',"LACTATION DIS NOS-UNSPEC",' ',' '
'67691','195  ','Ot compl bir',"LACTATION DIS NOS-DELIV",' ',' '
'67692','195  ','Ot compl bir',"LACTAT DIS NOS-DEL W P/P",' ',' '
'67693','195  ','Ot compl bir',"LACTAT DIS NOS-ANTEPART",' ',' '
'67694','195  ','Ot compl bir',"LACTAT DIS NOS-POSTPART",' ',' '
'677  ','195  ','Ot compl bir',"LATE EFFECT OF PREG BIRTH COMPLIC (Begin 1994)",' ',' '
'67800','195  ','Ot compl bir',"FETAL HEMATOLOGIC-UNSPEC (Begin 2008)",' ',' '
'67801','195  ','Ot compl bir',"FETAL HEMATOLOGIC-DELIV (Begin 2008)",' ',' '
'67803','195  ','Ot compl bir',"FETAL HEMATOLOGIC-ANTE (Begin 2008)",' ',' '
'67900','195  ','Ot compl bir',"MAT COMP IN UTERO-UNSP (Begin 2008)",' ',' '
'67901','195  ','Ot compl bir',"MAT COMP IN UTERO-DEL (Begin 2008)",' ',' '
'67902','195  ','Ot compl bir',"MAT COMP IN UTRO-DEL-P/P (Begin 2008)",' ',' '
'67903','195  ','Ot compl bir',"MAT COMP IN UTERO-ANTE (Begin 2008)",' ',' '
'67904','195  ','Ot compl bir',"MAT COMP IN UTERO-P/P (Begin 2008)",' ',' '
'67910','195  ','Ot compl bir',"FETAL COMP IN UTERO-UNSP (Begin 2008)",' ',' '
'67911','195  ','Ot compl bir',"FETAL COMP IN UTERO-DEL (Begin 2008)",' ',' '
'67912','195  ','Ot compl bir',"FTL CMP IN UTRO-DEL-P/P (Begin 2008)",' ',' '
'67913','195  ','Ot compl bir',"FETAL COMP IN UTERO-ANTE (Begin 2008)",' ',' '
'67914','195  ','Ot compl bir',"FETAL COMP IN UTERO-P/P (Begin 2008)",' ',' '
'V230 ','195  ','Ot compl bir',"PREG W HX OF INFERTILITY",' ',' '
'V231 ','195  ','Ot compl bir',"PREG W HX-TROPHOBLAS DIS",' ',' '
'V232 ','195  ','Ot compl bir',"PREG W HX OF ABORTION",' ',' '
'V233 ','195  ','Ot compl bir',"GRAND MULTIPARITY",' ',' '
'V234 ','195  ','Ot compl bir',"PREG W POOR OBSTETRIC HX (End 2002)",' ',' '
'V2341','195  ','Ot compl bir',"PREG WITH HISTORY OF PRE-TERM LABOR (Begin 2002)",' ',' '
'V2349','195  ','Ot compl bir',"PREG WITH OTHER POOR OBSTETRIC HISTORY (Begin 2002)",' ',' '
'V235 ','195  ','Ot compl bir',"PREG W POOR REPRODUCT HX",' ',' '
'V237 ','195  ','Ot compl bir',"INSUFFICNT PRENATAL CARE (Begin 1989)",' ',' '
'V238 ','195  ','Ot compl bir',"SUPRV HIGH-RISK PREG NEC (End 1998)",' ',' '
'V2381','195  ','Ot compl bir',"PRIMIGRAVIDA (35 OR OLDER) (Begin 1998)",' ',' '
'V2382','195  ','Ot compl bir',"MULTIGRAV (35 OR OLDER) (Begin 1998)",' ',' '
'V2383','195  ','Ot compl bir',"PRIMIGRAVIDA (LESS THAN 16) (Begin 1998)",' ',' '
'V2384','195  ','Ot compl bir',"MULTIGRAVIDA (LESS THAN 16) (Begin 1998)",' ',' '
'V2385','195  ','Ot compl bir',"PREGNT-ASSIST REPRO TECH (Begin 2008)",' ',' '
'V2386','195  ','Ot compl bir',"PREG-HX IN UTRO PREV PRG (Begin 2008)",' ',' '
'V2389','195  ','Ot compl bir',"OTH HI RISK PREG (Begin 1998)",' ',' '
'V239 ','195  ','Ot compl bir',"SUPRV HIGH-RISK PREG NOS",' ',' '
'650  ','196  ','Other pregnancy and delivery including normal',"NORMAL DELIVERY",' ',' '
'65100','196  ','Other pregnancy and delivery including normal',"TWIN PREGNANCY-UNSPEC",' ',' '
'65101','196  ','Other pregnancy and delivery including normal',"TWIN PREGNANCY-DELIVERED",' ',' '
'65110','196  ','Other pregnancy and delivery including normal',"TRIPLET PREGNANCY-UNSPEC",' ',' '
'65111','196  ','Other pregnancy and delivery including normal',"TRIPLET PREGNANCY-DELIV",' ',' '
'65120','196  ','Other pregnancy and delivery including normal',"QUADRUPLET PREG-UNSPEC",' ',' '
'65121','196  ','Other pregnancy and delivery including normal',"QUADRUPLET PREG-DELIVER",' ',' '
'65170','196  ','Other pregnancy and delivery including normal',"MUL GEST-FET REDUCT UNSP (Begin 2005)",' ',' '
'65171','196  ','Other pregnancy and delivery including normal',"MULT GEST-FET REDUCT DEL (Begin 2005)",' ',' '
'65173','196  ','Other pregnancy and delivery including normal',"MUL GEST-FET REDUCT ANTE (Begin 2005)",' ',' '
'65180','196  ','Other pregnancy and delivery including normal',"MULTI GESTAT NEC-UNSPEC",' ',' '
'65181','196  ','Other pregnancy and delivery including normal',"MULTI GESTAT NEC-DELIVER",' ',' '
'65190','196  ','Other pregnancy and delivery including normal',"MULTI GESTAT NOS-UNSPEC",' ',' '
'65191','196  ','Other pregnancy and delivery including normal',"MULT GESTATION NOS-DELIV",' ',' '
'V220 ','196  ','Other pregnancy and delivery including normal',"SUPERVIS NORMAL 1ST PREG",' ',' '
'V221 ','196  ','Other pregnancy and delivery including normal',"SUPERVIS OTH NORMAL PREG",' ',' '
'V222 ','196  ','Other pregnancy and delivery including normal',"PREG STATE- INCIDENTAL",' ',' '
'V240 ','196  ','Other pregnancy and delivery including normal',"POSTPART CARE AFTER DEL",' ',' '
'V241 ','196  ','Other pregnancy and delivery including normal',"POSTPART CARE-LACTATION",' ',' '
'V242 ','196  ','Other pregnancy and delivery including normal',"ROUT POSTPART FOLLOW-UP",' ',' '
'V270 ','196  ','Other pregnancy and delivery including normal',"DELIVER-SINGLE LIVEBORN",' ',' '
'V724 ','196  ','Other pregnancy and delivery including normal',"PREG EXAM-PREG UNCONFIRM (End 2004)",' ',' '
'V7242','196  ','Other pregnancy and delivery including normal',"PREGNANCY TEST-POSITIVE (Begin 2005)",' ',' '
'V9100','196  ','Other pregnancy and delivery including normal',"Twin gest-plac/sac NOS (Begin 2010)",' ',' '
'V9101','196  ','Other pregnancy and delivery including normal',"Twin gest-monochr/monoam (Begin 2010)",' ',' '
